Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
xuiOptionsVideoDisplay,UI,XUi Video Options,New,Display,,,,,
xuiOptionsVideoFieldOfView,UI,Xui Video Options,New,Field of View,,,,,
xuiOptionsVideoFieldOfViewTooltip,UI,Xui Video Options,New,How wide your view angle is.\nPerformance Impact: Low\n,Modifie la largeur de votre angle de vision.\nImpact sur la performance : bas\n,Weite deines Blickwinkels.\nAuswirkung auf die Leistung: Gering\n,,La amplitud del ángulo de visión.\nEfecto en el rendimiento: Bajo\n,
xuiOptionsVideoFullscreen,UI,Xui Video Options,New,Fullscreen,,,,,
xuiOptionsVideoFullscreenTooltip,UI,Xui Video Options,New,Run the game in fullscreen or windowed mode.\nPerformance Impact: Medium\n,Lancez le jeu en mode plein écran ou dans une fenêtre.\nImpact sur la performance : moyen\n,Spiel im Vollbild oder Fenster-Modus laufen lassen.\nAuswirkung auf die Leistung: Mittel\n,,Ejecuta el juego en pantalla completa o en modo ventana.\nEfecto en el rendimiento: Medio\n,
xuiOptionsVideoGamma,UI,Xui Video Options,New,Gamma,,,,,
xuiOptionsVideoGammaTooltip,UI,Xui Video Options,New,How bright the game is.\nPerformance Impact: None\n,La luminosité du jeu.\nImpact sur la performance : aucun\n,Wie hell das Spiel ist.\nAuswirkung auf die Leistung: Keine\n,,El brillo del juego.\nEfecto en el rendimiento: Nulo\n,
xuiOptionsVideoGrassDistance,UI,Xui Video Options,New,Grass Distance,,,,,
xuiOptionsVideoGrassDistanceTooltip,UI,Xui Video Options,New,The maximum distance at which you can see grass.\nPerformance Impact: Medium\n,La distance maximale à laquelle vous pouvez voir l'herbe.\nImpact sur la performance : moyen\n,"Die maximale Entfernung, aus der du Gras sehen kannst.\nAuswirkung auf die Leistung: Mittel\n",,La distancia máxima a la que puedes ver la hierba.\nEfecto en el rendimiento: Medio\n,
xuiOptionsVideoJournalPopup,UI,XUi Video Options,New,Journal Popup,,,,,
xuiOptionsVideoJournalPopupTooltip,UI,XUi Video Options,New,Show a window when receiving a new journal entry instead of a tooltip.,,,,,
xuiOptionsVideoLODDistance,UI,Xui Video Options,New,LOD Distance,,,,,
xuiOptionsVideoLODDistanceTooltip,UI,Xui Video Options,New,The overall maximum level of detail at which the world is displayed.\nPerformance Impact: High\n,Le niveau de détails général maximal au sein du jeu.\nImpact sur la performance : élevé\n,"Der maximale Detaillierungsgrad, in dem die Welt dargestellt wird.\nAuswirkung auf die Leistung: Hoch\n",,El nivel máximo de detalle general al que se muestra el mundo.\nEfecto en el rendimiento: Alto\n,
xuiOptionsVideoMotionBlur,UI,Xui Video Options,New,Motion Blur,,,,,
xuiOptionsVideoMotionBlurTooltip,UI,Xui Video Options,New,Quality level of motion blur (more pixel samples & smoothing).\nPerformance Impact: High\n,Le niveau de qualité du flou cinétique (davantage d'échantillonnages et de lissages de pixels)\nImpact sur la performance : élevé\n,Qualität der Bewegungsunschärfe (mehr Pixelproben und Glättung).\nAuswirkung auf die Leistung: Hoch\n,,Calidad de nivel de la difuminación (más muestras por píxel y suavizado).\nEfecto en el rendimiento: Alto\n,
xuiOptionsVideoOcclusion,UI,Xui Video Options,New,Occlusion,,,,,
xuiOptionsVideoOcclusionTooltip,UI,Xui Video Options,New,Disables drawing of objects that are not visible. Boosts indoor performance.\nCannot be changed while in a game.\nPerformance Impact: Medium CPU\n,,,,,
xuiOptionsVideoQuality,UI,XUi Video Options,New,Quality,,,,,
xuiOptionsVideoQualityPreset,UI,Xui Video Options,New,Quality Preset,,,,,
xuiOptionsVideoQualityPresetTooltip,UI,Xui Video Options,New,Overall Graphics Quality.  Changes almost all settings. \nPerformance Impact: Very High\n,Qualité générale des graphismes. Modifie pratiquement tous les paramètres. \nImpact sur la performance : très élevé\n,Gesamte Grafikqualität. Verändert fast alle Einstellungen. \nAuswirkung auf die Leistung: Sehr hoch\n,,Calidad general de gráficos. Cambia casi todos los parámetros. \nEfecto en el rendimiento: Muy alto\n,
xuiOptionsVideoReflectedShadows,UI,Xui Video Options,New,Reflected Shadows,,,,,
xuiOptionsVideoReflectedShadowsTooltip,UI,Xui Video Options,New,Shadows are processed and displayed inside reflections.\nPerformance Impact: High\n,Les ombres sont prises en charge et affichées dans les reflets.\nImpact sur la performance : élevé\n,Schatten werden verarbeitet und in Reflexionen dargestellt.\nAuswirkung auf die Leistung: Hoch\n,,Las sombras se procesan y muestran dentro de los reflejos.\nEfecto en el rendimiento: Alto\n,
xuiOptionsVideoReflectionQuality,UI,Xui Video Options,New,Reflection Quality,,,,,
xuiOptionsVideoReflectionQualityTooltip,UI,Xui Video Options,New,How clear reflections are. Provides more realistic lighting.\nPerformance Impact: Very High\n,Définit la clarté des reflets. Offre un éclairage plus réaliste.\nImpact sur la performance : très élevé\n,"Bestimmt, wie deutlich Reflexionen sind, und bietet realistischere Beleuchtung.\nAuswirkung auf die Leistung: Sehr hoch\n",,Establece la claridad de los reflejos. Produce unos efectos de luz más realistas.\nEfecto en el rendimiento: Muy alto\n,
xuiOptionsVideoResolution,UI,Xui Video Options,New,Resolution,,,,,
xuiOptionsVideoResolutionTooltip,UI,Xui Video Options,New,Sets the screen resolution at which the game is displayed.\nPerformance Impact: Very High\n,Définit la résolution de l'écran au sein du jeu.\nImpact sur la performance : très élevé\n,"Auswahl der Bildschirmauflösung, in der das Spiel dargestellt wird.\nAuswirkung auf die Leistung: Sehr hoch\n",,Establece la resolución de la pantalla a la que se ejecutará el juego.\nEfecto en el rendimiento: Muy alto\n,
xuiOptionsVideoScreenBounds,UI,XUi Video Options,New,UI Size,,,,,
xuiOptionsVideoScreenBoundsTooltip,UI,XUi Video Options,New,Limits the size of the UI on the screen.,,,,,
xuiOptionsVideoShadowsDistance,UI,Xui Video Options,New,Shadows Distance,,,,,
xuiOptionsVideoShadowsDistanceTooltip,UI,Xui Video Options,New,Quality and distance of object shadows.\nPerformance Impact: High\n,La qualité et la distance des ombres d'objets.\nImpact sur la performance : élevé\n,Qualität und Entfernung der Schatten von Objekten.\nAuswirkung auf die Leistung: Hoch\n,,La calidad y distancia de la sombra de los objetos.\nEfecto en el rendimiento: Alto\n,
xuiOptionsVideoSSAO,UI,Xui Video Options,New,SSAO,,,,,
xuiOptionsVideoSSAOTooltip,UI,Xui Video Options,New,Use the image effect SSAO which draws more detailed shadows on objects.\nPerformance Impact: Medium\n,Utilise l'effet visuel d'occlusion ambiante qui dessine des ombres plus détaillées sur les objets.\nImpact sur la performance : moyen\n,"Die Rendering-Technik SSAO verwenden, die für Objekte detailliertere Schatten kreiert.\nAuswirkung auf die Leistung: Mittel\n",,"Usa el efecto de imagen SSAO, que dibuja sombras más detalladas en los objetos.\nEfecto en el rendimiento: Medio\n",
xuiOptionsVideoSSReflections,UI,Xui Video Options,New,SS Reflections,,,,,
xuiOptionsVideoSSReflectionsTooltip,UI,Xui Video Options,New,Use the screen space reflection effect.\nPerformance Impact: High\n,,,,,
xuiOptionsVideoStreamingMipmapsEnabled,UI,Xui Video Options,New,Texture Streaming,,,,,
xuiOptionsVideoStreamingMipmapsEnabledTooltip,UI,Xui Video Options,New,Enables streaming of textures to GPU for reduced memory use.\nMemory Reduction: Medium to High\nHigh Quality textures need this on or FPS may be low.,,,,,
xuiOptionsVideoSunShafts,UI,Xui Video Options,New,Sun Shafts,,,,,
xuiOptionsVideoSunShaftsTooltip,UI,Xui Video Options,New,Aka. God Rays.  Shines rays of light from the sun past obstructing objects.\nPerformance Impact: Medium\n,Plus connue sous le nom de rayons divins. Projette des rayons de lumière au-delà des objets qui se trouvent devant le soleil.\nImpact sur la performance : moyen\n,Auch Strahlenbüschel genannt. Lässt Lichtstrahlen von der Sonne an den Rändern von Objekten im Sichtfeld erscheinen.\nAuswirkung auf die Leistung: Mittel\n,,También: rayos crepusculares. El brillo de los rayos del sol al rodear los objetos que los bloquean.\nEfecto en el rendimiento: Medio\n,
xuiOptionsVideoTempCelsius,UI,XUi Video Options,New,Temp Unit,,,,,
xuiOptionsVideoTempCelsiusTooltip,UI,XUi Video Options,New,Unit to use when displaying temperatures.,,,,,
xuiOptionsVideoTextureQuality,UI,Xui Video Options,New,Texture Quality,,,,,
xuiOptionsVideoTextureQualityTooltip,UI,Xui Video Options,New,Saves video memory and performance by setting the texture resolution.\nCannot be changed while in a game.\nPerformance Impact: Medium\n,Économise de la mémoire vidéo et de la performance en paramétrant la résolution des textures.\nImpact sur la performance : moyen\n,Mit den Einstellungen der Texturauflösung können Bildspeicher und Leistung beeinflusst werden.\nAuswirkung auf die Leistung: Mittel\n,,Ahorra memoria de video y rendimiento al ajustar la resolución de las texturas.\nEfecto en el rendimiento: Medio\n,
xuiOptionsVideoTreeQuality,UI,Xui Video Options,New,Tree Quality,,,,,
xuiOptionsVideoTreeQualityTooltip,UI,Xui Video Options,New,Overall quality of the trees based on how far away they are.\nPerformance Impact: High\n,La qualité générale des arbres basée sur l'endroit où ils se trouvent.\nImpact sur la performance : élevé\n,"Qualität der Darstellung der Bäume, basierend auf ihrer Entfernung.\nAuswirkung auf die Leistung: Hoch\n",,La calidad general de los árboles según la distancia.\nEfecto en el rendimiento: Alto\n,
xuiOptionsVideoUI,UI,XUi Video Options,New,UI,,,,,
xuiOptionsVideoUIBackgroundOpacity,UI,Xui Video Options,New,UI Background Opacity,,,,,
xuiOptionsVideoUIBackgroundOpacityTooltip,UI,Xui Video Options,New,UI wallpaper/background opacity/transparency.,Opacité/transparence de l'arrière-plan ou du papier peint de l'interface utilisateur.,Benutzeroberfläche: Lichtundurchlässigkeit/Transparenz des Hintergrund(bild)s.,,Transparencia/opacidad de la IU de fondo.,
xuiOptionsVideoUIForegroundOpacity,UI,Xui Video Options,New,UI Foreground Opacity,,,,,
xuiOptionsVideoUIForegroundOpacityTooltip,UI,Xui Video Options,New,UI outlines and icon opacity/transparency.,Contours de l'interface utilisateur et opacité/transparence du texte.,Benutzeroberfläche: Umrisse und Lichtundurchlässigkeit/Transparenz des Texts.,,Transparencia/opacidad del texto y contorno de la IU.,
xuiOptionsVideoUMATextureQuality,UI,Xui Video Options,New,UMA Texture Quality,,,,,
xuiOptionsVideoUMATextureQualityTooltip,UI,Xui Video Options,New,Controls the texture baking size of UMA characters.,,,,,
xuiOptionsVideoViewDistance,UI,Xui Video Options,New,View Distance,,,,,
xuiOptionsVideoViewDistanceTooltip,UI,Xui Video Options,New,How far the world can be viewed.\nCannot be changed while in a game.\nPerformance Impact: High\n,Jusqu'où vous pouvez voir le monde.\nImpact sur la performance : élevé\n,"Sichtweite in der Welt.\nKann nicht geändert werden, solange ein Spiel geladen ist.\nAuswirkung auf die Leistung: Hoch\n",,La distancia a la que se puede ver el mundo.\nEfecto en el rendimiento: Alto\n,
xuiOptionsVideoVSync,UI,Xui Video Options,New,VSync,,,,,
xuiOptionsVideoVSyncTooltip,UI,Xui Video Options,New,Combats screen tearing by synchronizing the game to the monitor's refresh rate.\nPerformance Impact: Low\n,Lutte contre la déchirure des images en synchronisant le jeu selon l'intervalle de rafraîchissement de l'écran.\nImpact sur la performance : bas\n,"Verhindert Screen Tearing (das Zerreißen von Einzelbildern), indem die Bildwiederholfrequenz des Spiels mit der des Monitors synchronisiert wird.\nAuswirkung auf die Leistung: Gering\n",,Evita las imágenes rasgadas al sincronizar el juego con la frecuencia de actualización de los monitores.\nEfecto en el rendimiento: Bajo\n,
xuiOptionsVideoWaterParticles,UI,Xui Video Options,New,Water Particles,,,,,
xuiOptionsVideoWaterParticlesTooltip,UI,Xui Video Options,New,How accurate water particles match falls.\nPerformance Impact: High\n,,,,,
xuiOptionsVideoWaterQuality,UI,Xui Video Options,New,Water Quality,,,,,
xuiOptionsVideoWaterQualityTooltip,UI,Xui Video Options,New,Layers and effects occurring on surface of water planes.\nPerformance Impact: Low\n,Les couches et les effets ayant lieu sur les plans d'eau.\nImpact sur la performance : bas\n,Schichten und Effekte auf der Oberfläche von Gewässern.\nAuswirkung auf die Leistung: Gering\n,,Las capas y efectos que se producen en la superficie de los planos acuáticos.\nEfecto en el rendimiento: Bajo\n,
vehicle4x4TruckAccessories,vehicles,item,New,4x4 Truck Accessories,,,,,
vehicle4x4TruckAccessoriesSchematic,vehicles,item,New,4x4 Truck Accessories Schematic,,,,,
vehicle4x4TruckChassis,vehicles,item,New,4x4 Truck Chassis,,,,,
vehicle4x4TruckChassisSchematic,vehicles,item,New,4x4 Truck Chassis Schematic,,,,,
vehicle4x4TruckPlaceable,vehicles,item,New,4x4 Truck,,Allrad Geländewagen,,,
vehicleAnySchematic,vehicles,item,New,Any vehicle schematic,,,,,
vehicleBicycleChassis,vehicles,item,New,Bicycle Chassis,,,,,
vehicleBicycleChassisSchematic,vehicles,item,New,Bicycle Chassis Schematic,,,,,
vehicleBicycleHandlebars,vehicles,item,New,Bicycle Handlebars,,,,,
vehicleBicycleHandlebarsSchematic,vehicles,item,New,Bicycle Handlebars Schematic,,,,,
vehicleBicyclePlaceable,vehicles,item,New,Bicycle,,,,,
vehicleGyroCopterAccessories,vehicles,item,New,Gyrocopter Accessories,,,,,
vehicleGyroCopterAccessoriesSchematic,vehicles,item,New,Gyrocopter Accessories Schematic,,,,,
vehicleGyroCopterChassis,vehicles,item,New,Gyrocopter Chassis,,,,,
vehicleGyroCopterChassisSchematic,vehicles,item,New,Gyrocopter Chassis Schematic,,,,,
vehicleGyrocopterPlaceable,vehicles,item,New,Gyrocopter,,,,,
vehicleHelicopterPlaceable,vehicles,item,New,Helicopter,,,,,
vehicleJokeblimpPlaceable,vehicles,item,New,Joke Blimp,,,,,
vehicleMinibikeChassis,vehicles,item,KgNone,Minibike Chassis,Châssis de mini-moto,Taschenmotorrad-Fahrwerk,,Chasis de la minimoto,
vehicleMinibikeChassisSchematic,vehicles,item,New,Minibike Chassis Schematic,,,,,
vehicleMinibikeHandlebars,vehicles,item,KgNone,Minibike Handlebars,Guidon de mini-moto,Taschenmotorrad-Lenker,,Manillar de la minimoto,
vehicleMinibikeHandlebarsSchematic,vehicles,item,New,Minibike Handlebars Schematic,,,,,
vehicleMinibikePlaceable,vehicles,item,KgNone,Minibike,Mini-moto,Taschenmotorrad,,Minimoto,
vehicleMotorcycleChassis,vehicles,item,new,Motorcycle Chassis,,,,,
vehicleMotorcycleChassisSchematic,vehicles,item,new,Motorcycle Chassis Schematic,,,,,
vehicleMotorcycleHandlebars,vehicles,item,new,Motorcycle Handlebars,,,,,
vehicleMotorcycleHandlebarsSchematic,vehicles,item,new,Motorcycle Handlebars Schematic,,,,,
vehicleMotorcyclePlaceable,vehicles,item,new,Motorcycle,,,,,
vehiclePartsGroupDesc,vehicles,item,new,A part used for crafting a vehicle.,Une pièce de la mini-moto. À assembler à d'autres pièces pour constituer le châssis une fois que vous avez lu le schéma.,Ein Teil von einem Fahrzeug.,,"Una parte de una minimoto. Una vez que has leído el esquema, ármala con otras partes e introdúcelas en un chasis.",
vehiclePlaceableBicycleDesc,vehicles,item,new,This vehicle can be placed into the world like a block using the secondary action.\n\nRequires a workbench to craft from scratch but looted parts can be assembled without a workbench.,,,,,
vehiclePlaceableGroupDesc,vehicles,item,new,This vehicle can be placed into the world like a block using the secondary action.\n\nRequires a workbench to craft.,,,,,
vehicleWheels,vehicles,item,new,Wheel,,,,,
vehicle4x4Truck,vehicles,vehicle,new,4x4 Truck,,Allrad Geländewagen,,,
vehicleBicycle,vehicles,vehicle,new,Bicycle,,,,,
vehicleGyrocopter,vehicles,vehicle,new,Gyrocopter,,,,,
vehicleHelicopter,vehicles,vehicle,new,Helicopter,,,,,
vehicleJokeblimp,vehicles,vehicle,new,Joke Blimp,,,,,
vehicleMinibike,vehicles,vehicle,KgNone,Minibike,Mini-moto,Taschenmotorrad,,Minimoto,
vehicleMotorcycle,vehicles,vehicle,new,Motorcycle,,,,,
xuiBoolMaleOff,XUi,Character Editor,New,Female,,,,,
xuiBoolMaleOn,XUi,Character Editor,New,Male,,,,,
xuiCharacterColorFor,XUi,Character Editor,New,Colors,,,,,
xuiCharacterColorSlotEyebrow,XUi,Character Editor,New,Eyebrows,,,,,
xuiCharacterColorSlotEyes,XUi,Character Editor,New,Eyes,,,,,
xuiCharacterColorSlotHair,XUi,Character Editor,New,Hair,,,,,
xuiCharacterColorSlotSkin,XUi,Character Editor,New,Skin,,,,,
xuiCharacterEyebrowStyle,XUi,Character Editor,New,Eyebrows Style,,,,,
xuiCharacterFacialHairStyle,XUi,Character Editor,New,Facial Hair,,,,,
xuiCharacterGender,XUi,Character Editor,New,Gender,,,,,
xuiCharacterHairStyle,XUi,Character Editor,New,Hair Style,,,,,
xuiChatTargetFriends,XUi,Chat,New,[00bb00]Friends,,,,,
xuiChatTargetGlobal,XUi,Chat,New,[ffffff]Global,,,,,
xuiChatTargetParty,XUi,Chat,New,[ffcc00]Party,,,,,
xuiGameSettingsAdvanced,XUi,Game Settings,KeyTrunk,Advanced,,,,,
xuiGameSettingsBasic,XUi,Game Settings,KeyTrunk,Basic,,,,,
xuiGameSettingsGeneral,XUi,Game Settings,KeyTrunk,General,,,,,
xuiGameSettingsMultiplayer,XUi,Game Settings,KeyTrunk,Multiplayer,,,,,
xuiRandomize,XUi,Generic Buttons,New,Randomize,,,,,
xuiMenuInvite,XUi,Ingame Menu,New,Invite Friends,,,,,
xuiKeypad,XUi,Keypad,New,Enter Password,,,,,
lblSwitchStaticMap,XUi,Map,New,Switch to Static Map view,,,,,
xuiStaticMapTypeBiomes,XUi,Map,New,Biomes,,,,,
xuiStaticMapTypeNone,XUi,Map,New,No overlay,,,,,
xuiStaticMapTypeRadiation,XUi,Map,New,Radiation,,,,,
xuiPlayersReportPlayer,XUi,Player list,New,Report this player...,,,,,
xuiPlayersReportPlayerCol,XUi,Player list,New,Report,,,,,
xuiCharacterSettings,XUi,Player Profiles,New,Character Settings,,,,,
xuiCreateProfileHeader,XUi,Player Profiles,New,Name for new profile,,,,,
xuiDeleteProfile,XUi,Player Profiles,New,Delete selected profile?,,,,,
xuiDnaSliders,XUi,Player Profiles,New,Attributes,,,,,
xuiOptionsProfiles,XUi,Player Profiles,New,Player Profiles,,,,,
xuiPreview,XUi,Player Profiles,New,Preview,,,,,
xuiProfileCreate,XUi,Player Profiles,New,Create,,,,,
xuiProfileDelete,XUi,Player Profiles,New,Delete,,,,,
xuiProfileEdit,XUi,Player Profiles,New,Edit,,,,,
xuiProfilesDeleteConfirmation,XUi,Player Profiles,New,Are you sure you want to delete the profile\n[FFEB04]{0}[-]?,,,,,
xuiCategoryPlayerReportCheating,XUi,Player Report,New,Using cheats / hacks,,,,,
xuiCategoryPlayerReportExploiting,XUi,Player Report,New,Exploiting game mechanics / bugs,,,,,
xuiCategoryPlayerReportOther,XUi,Player Report,New,Other,,,,,
xuiCategoryPlayerReportSpamming,XUi,Player Report,New,Spamming,,,,,
xuiCategoryPlayerReportVerbalAbuse,XUi,Player Report,New,Verbal abuse,,,,,
xuiReportPlayer,XUi,Player Report,New,Report Player,,,,,
xuiReportPlayerCategory,XUi,Player Report,New,Reason,,,,,
xuiReportPlayerMessage,XUi,Player Report,New,Message,,,,,
xuiReportPlayerReportedPlayer,XUi,Player Report,New,Reported Player,,,,,
xuiReportPlayerSend,XUi,Player Report,New,Send Report,,,,,
xuiExportLocal,XUi,Prefabs,New,Save Locally,,,,,
xuiExportPrefab,XUi,Prefabs,New,Export Selection to Prefab,,,,,
xuiExportServer,XUi,Prefabs,New,Save on Server,,,,,
xuiMenuExportPrefab,XUi,Prefabs,New,Export Prefab,,,,,
dnaSetting_height,XUi,Profile DNA,New,Height,,,,,
dnaSetting_legsSize,XUi,Profile DNA,New,Legs Size,,,,,
dnaSetting_handsSize,XUi,Profile DNA,New,Hands Size,,,,,
dnaSetting_feetSize,XUi,Profile DNA,New,Feet Size,,,,,
dnaSetting_muscle,XUi,Profile DNA,New,Muscles,,,,,
dnaSetting_weight,XUi,Profile DNA,New,Weight,,,,,
dnaSetting_gluteusSize,XUi,Profile DNA,New,Gluteus Size,,,,,
dnaSetting_breastSize,XUi,Profile DNA,New,Breast Size,,,,,
dnaSetting_headSize,XUi,Profile DNA,New,Head Size,,,,,
dnaSetting_headWidth,XUi,Profile DNA,New,Head Width,,,,,
dnaSetting_eyeSize,XUi,Profile DNA,New,Eye Size,,,,,
dnaSetting_lipsSize,XUi,Profile DNA,New,Lips Size,,,,,
dnaSetting_mouthSize,XUi,Profile DNA,New,Mouth Size,,,,,
dnaSetting_earsSize,XUi,Profile DNA,New,Ears Size,,,,,
dnaSetting_earsPosition,XUi,Profile DNA,New,Ears Position,,,,,
dnaSetting_earsRotation,XUi,Profile DNA,New,Ears Rotation,,,,,
dnaSetting_noseSize,XUi,Profile DNA,New,Nose Size,,,,,
dnaSetting_noseCurve,XUi,Profile DNA,New,Nose Curve,,,,,
dnaSetting_noseWidth,XUi,Profile DNA,New,Nose Width,,,,,
dnaSetting_noseInclination,XUi,Profile DNA,New,Nose Inclination,,,,,
dnaSetting_nosePosition,XUi,Profile DNA,New,Nose Position,,,,,
dnaSetting_nosePronounced,XUi,Profile DNA,New,Nose Pronounced,,,,,
dnaSetting_noseFlatten,XUi,Profile DNA,New,Nose Flatten,,,,,
dnaSetting_chinSize,XUi,Profile DNA,New,Chin Size,,,,,
dnaSetting_chinPosition,XUi,Profile DNA,New,Chin Position,,,,,
dnaSetting_chinPronounced,XUi,Profile DNA,New,Chin Pronounced,,,,,
dnaSetting_foreheadSize,XUi,Profile DNA,New,Forehead Size,,,,,
dnaSetting_foreheadPosition,XUi,Profile DNA,New,Forehead Position,,,,,
dnaSetting_mandibleSize,XUi,Profile DNA,New,Mandible Size,,,,,
dnaSetting_jawsSize,XUi,Profile DNA,New,Jaws Size,,,,,
dnaSetting_jawsPosition,XUi,Profile DNA,New,Jaws Position,,,,,
dnaSetting_cheekSize,XUi,Profile DNA,New,Cheek Size,,,,,
dnaSetting_cheekPosition,XUi,Profile DNA,New,Cheek Position,,,,,
dnaSetting_lowCheekPosition,XUi,Profile DNA,New,Low Cheek Position,,,,,
dnaSetting_lowCheekPronounced,XUi,Profile DNA,New,Low Cheek Pronounced,,,,,
dnaEyebrow_f_eyebrows_curve,XUi,Profile DNA,New,Curved,,,,,
dnaEyebrow_f_eyebrows_flat,XUi,Profile DNA,New,Flat,,,,,
dnaEyebrow_f_eyebrows_round,XUi,Profile DNA,New,Round,,,,,
dnaEyebrow_f_eyebrows_angled,XUi,Profile DNA,New,Angled,,,,,
dnaEyebrow_m_eyebrows_curve,XUi,Profile DNA,New,Curved,,,,,
dnaEyebrow_m_eyebrows_flat,XUi,Profile DNA,New,Flat,,,,,
dnaEyebrow_m_eyebrows_round,XUi,Profile DNA,New,Round,,,,,
dnaEyebrow_m_eyebrows_angled,XUi,Profile DNA,New,Angled,,,,,
dnaEyebrow_none,XUi,Profile DNA,New,None,,,,,
dnaHair_female_base_hair,XUi,Profile DNA,New,Base,,,,,
dnaHair_female_shaggy_hair,XUi,Profile DNA,New,Shaggy,,,,,
dnaHair_female_mohawk,XUi,Profile DNA,New,Mohawk,,,,,
dnaHair_female_hair_bun,XUi,Profile DNA,New,Bun,,,,,
dnaHair_female_hair_buns,XUi,Profile DNA,New,Buns,,,,,
dnaHair_female_hair_choppy,XUi,Profile DNA,New,Choppy,,,,,
dnaHair_female_hair_long,XUi,Profile DNA,New,Long,,,,,
dnaHair_female_hair_ponytail03,XUi,Profile DNA,New,Ponytail 3,,,,,
dnaHair_female_hair_edgy,XUi,Profile DNA,New,Edgy,,,,,
dnaHair_female_sideshave_hair,XUi,Profile DNA,New,Sideshaved,,,,,
dnaHair_female_hair_shaggy02,XUi,Profile DNA,New,Shaggy 2,,,,,
dnaHair_female_ponytail,XUi,Profile DNA,New,Ponytail,,,,,
dnaHair_male_base_hair,XUi,Profile DNA,New,Base,,,,,
dnaHair_male_shaggy_hair,XUi,Profile DNA,New,Shaggy,,,,,
dnaHair_male_mohawk,XUi,Profile DNA,New,Mohawk,,,,,
dnaHair_male_hair_short_shaggy,XUi,Profile DNA,New,Short Shaggy,,,,,
dnaHair_male_hair_pomp,XUi,Profile DNA,New,Pomp,,,,,
dnaHair_male_hair_long_pomp,XUi,Profile DNA,New,Long Pomp,,,,,
dnaHair_male_hair_bun,XUi,Profile DNA,New,Bun,,,,,
dnaHair_male_hair_sideshave_longtop,XUi,Profile DNA,New,Sideshaved Longtop,,,,,
dnaHair_unisex_hair_dreads,XUi,Profile DNA,New,Dreads,,,,,
dnaHair_unisex_hair_afro,XUi,Profile DNA,New,Afro,,,,,
dnaHair_unisex_hair_raider,XUi,Profile DNA,New,Raider,,,,,
dnaHair_unisex_viking_braid,XUi,Profile DNA,New,Viking Braid,,,,,
dnaHair_none,XUi,Profile DNA,New,None,,,,,
dnaBeard_male_lawman_mustache,XUi,Profile DNA,New,Lawman Mustache,,,,,
dnaBeard_male_shaggy_beard,XUi,Profile DNA,New,Shaggy Beard,,,,,
dnaBeard_male_shaggy_goatee,XUi,Profile DNA,New,Shaggy Goatee,,,,,
dnaBeard_male_spaniard_goatee,XUi,Profile DNA,New,Spaniard Goatee,,,,,
dnaBeard_male_regent_mustache,XUi,Profile DNA,New,Regent Mustache,,,,,
dnaBeard_male_beard_long_handlebar,XUi,Profile DNA,New,Long Handlebar,,,,,
dnaBeard_male_beard_walrus,XUi,Profile DNA,New,Walrus,,,,,
dnaBeard_male_beast_beard,XUi,Profile DNA,New,Beast Beard,,,,,
dnaBeard_male_mountain_man_beard,XUi,Profile DNA,New,Mountain Man Beard,,,,,
dnaBeard_male_wizard_beard,XUi,Profile DNA,New,Wizard Beard,,,,,
dnaBeard_none,XUi,Profile DNA,New,None,,,,,
xuiLeave,XUi,Server Join Rules,New,Leave Server,,,,,
xuiServerJoinRulesDialog,XUi,Server Join Rules,New,Server Information,,,,,
xuiSpawn,XUi,Server Join Rules,New,Continue,,,,,
xuiPerkRequirement,XUi,Skills,New,Req: {0} {1},,,,,
xuiSkillBuy,XUi,Skills,New,Buy,,,,,
xuiSkillEffects,XUi,Skills,New,Effects,,,,,
xuiSkillLevel,XUi,Skills,New,Level,,,,,
xuiSkillList,XUi,Skills,New,Skill List,,,,,
xuiSkillMilestones,XUi,Skills,New,Milestones,,,,,
xuiSkillRequirement,XUi,Skills,New,Req: {0} {1},,,,,
xuiSkillUnlocks,XUi,Skills,New,Unlocks,,,,,
xuiSteamExit,XUi,Steam Login,New,Exit Game,,,,,
xuiSteamLogin,XUi,Steam Login,New,Steam Login,,,,,
xuiSteamLoginFailure,XUi,Steam Login,New,Could not fully initialize Steam:,,,,,
xuiSteamLoginReasonApiNotLoadable,XUi,Steam Login,New,SteamAPI could not be loaded.,,,,,
xuiSteamLoginReasonNoFriendsName,XUi,Steam Login,New,Could not get your Steam Friends name.,,,,,
xuiSteamLoginReasonNoLicense,XUi,Steam Login,New,No Steam license for this game found.,,,,,
xuiSteamLoginReasonNotLoggedOn,XUi,Steam Login,New,Not logged into Steam or running in Offline mode.,,,,,
xuiSteamLoginReasonOk,XUi,Steam Login,New,Steam login ok.,,,,,
xuiSteamLoginReasonSteamNotRunning,XUi,Steam Login,New,The Steam client is not running or no connection possible.,,,,,
xuiSteamPlayOffline,XUi,Steam Login,New,Play Offline,,,,,
xuiSteamRetryLogin,XUi,Steam Login,New,Retry,,,,,
xuiOptionsUsername,XUi,Username,New,Set Player Name,,,,,
xuiUsernameLabel,XUi,Username,New,Player Name:,,,,,
xuiOptionsVideoRestartRequiredText,XUi,Video Options,New,Changes to the texture quality only become active after a restart of the game.,,,,,
xuiOptionsVideoRestartRequiredTextNowLater,XUi,Video Options,New,"Changes to the texture quality only become active after a restart of the game.\nClick OK to restart right now, cancel to keep running with the current quality.",,,,,
